,uniprot_id,Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_first
630,q15648,Q15648,MED1_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A),MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2,Homo sapiens (Human),1581,MED1
631,p51587,P51587,BRCA2_HUMAN,reviewed,Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein),BRCA2 FACD FANCD1,Homo sapiens (Human),3418,BRCA2
632,p06493,P06493,CDK1_HUMAN,reviewed,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),CDK1 CDC2 CDC28A CDKN1 P34CDC2,Homo sapiens (Human),297,CDK1
633,p01375,P01375,TNFA_HUMAN,reviewed,"Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]",TNF TNFA TNFSF2,Homo sapiens (Human),233,TNF
634,o43791,O43791,SPOP_HUMAN,reviewed,Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1),SPOP,Homo sapiens (Human),374,SPOP
635,q9bsj2,Q9BSJ2,GCP2_HUMAN,reviewed,Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97),TUBGCP2 GCP2,Homo sapiens (Human),902,TUBGCP2
636,q9h165,Q9H165,BC11A_HUMAN,reviewed,BCL11 transcription factor A (B-cell CLL/lymphoma 11A) (B-cell lymphoma/leukemia 11A) (BCL-11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856),BCL11A CTIP1 EVI9 KIAA1809 ZNF856,Homo sapiens (Human),835,BCL11A
637,q9ubu7,Q9UBU7,DBF4A_HUMAN,reviewed,Protein DBF4 homolog A (Activator of S phase kinase) (Chiffon homolog A) (DBF4-type zinc finger-containing protein 1),DBF4 ASK DBF4A ZDBF1,Homo sapiens (Human),674,DBF4
638,q5jth9,Q5JTH9,RRP12_HUMAN,reviewed,RRP12-like protein,RRP12 KIAA0690,Homo sapiens (Human),1297,RRP12
639,q5t6s3,Q5T6S3,PHF19_HUMAN,reviewed,PHD finger protein 19 (Polycomb-like protein 3) (hPCL3),PHF19 PCL3,Homo sapiens (Human),580,PHF19
640,q9nwf9,Q9NWF9,RN216_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (Ubiquitin-conjugating enzyme 7-interacting protein 1) (Zinc finger protein inhibiting NF-kappa-B),RNF216 TRIAD3 UBCE7IP1 ZIN,Homo sapiens (Human),866,RNF216
641,q13490,Q13490,BIRC2_HUMAN,reviewed,Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2),BIRC2 API1 MIHB RNF48,Homo sapiens (Human),618,BIRC2
642,q7l7l0,Q7L7L0,H2A3_HUMAN,reviewed,Histone H2A type 3 (H2A-clustered histone 25),H2AC25 H2AW HIST3H2A,Homo sapiens (Human),130,H2AC25
643,p62273,P62273,RS29_HUMAN,reviewed,Small ribosomal subunit protein uS14 (40S ribosomal protein S29),RPS29,Homo sapiens (Human),56,RPS29
644,q86vn1,Q86VN1,VPS36_HUMAN,reviewed,Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36),VPS36 C13orf9 EAP45 CGI-145,Homo sapiens (Human),386,VPS36
645,p84098,P84098,RL19_HUMAN,reviewed,Large ribosomal subunit protein eL19 (60S ribosomal protein L19),RPL19,Homo sapiens (Human),196,RPL19
646,q9um54,Q9UM54,MYO6_HUMAN,reviewed,Unconventional myosin-VI (Unconventional myosin-6),MYO6 KIAA0389,Homo sapiens (Human),1294,MYO6
647,q96rn5,Q96RN5,MED15_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 15 (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Trinucleotide repeat-containing gene 7 protein),MED15 ARC105 CTG7A PCQAP TIG1 TNRC7,Homo sapiens (Human),788,MED15
648,q6p1x5,Q6P1X5,TAF2_HUMAN,reviewed,Transcription initiation factor TFIID subunit 2 (150 kDa cofactor of initiator function) (RNA polymerase II TBP-associated factor subunit B) (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150),TAF2 CIF150 TAF2B,Homo sapiens (Human),1199,TAF2
649,q96bt3,Q96BT3,CENPT_HUMAN,reviewed,Centromere protein T (CENP-T) (Interphase centromere complex protein 22),CENPT C16orf56 ICEN22,Homo sapiens (Human),561,CENPT
650,p07737,P07737,PROF1_HUMAN,reviewed,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,Homo sapiens (Human),140,PFN1
651,p35269,P35269,T2FA_HUMAN,reviewed,General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74),GTF2F1 RAP74,Homo sapiens (Human),517,GTF2F1
652,p55211,P55211,CASP9_HUMAN,reviewed,Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10],CASP9 MCH6,Homo sapiens (Human),416,CASP9
653,p07199,P07199,CENPB_HUMAN,reviewed,Major centromere autoantigen B (Centromere protein B) (CENP-B),CENPB,Homo sapiens (Human),599,CENPB
654,q14653,Q14653,IRF3_HUMAN,reviewed,Interferon regulatory factor 3 (IRF-3),IRF3,Homo sapiens (Human),427,IRF3
655,q9upn9,Q9UPN9,TRI33_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33),TRIM33 KIAA1113 RFG7 TIF1G,Homo sapiens (Human),1127,TRIM33
656,q5vvy1,Q5VVY1,NTM1B_HUMAN,reviewed,N-terminal Xaa-Pro-Lys N-methyltransferase 2 (EC 2.1.1.299) (Alpha N-terminal protein methyltransferase 1B) (Methyltransferase-like protein 11B) (X-Pro-Lys N-terminal protein methyltransferase 1B) (NTM1B),NTMT2 C1orf184 METTL11B NRMT2,Homo sapiens (Human),283,NTMT2
657,q15047,Q15047,SETB1_HUMAN,reviewed,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1),SETDB1 ESET KIAA0067 KMT1E,Homo sapiens (Human),1291,SETDB1
658,q86se9,Q86SE9,PCGF5_HUMAN,reviewed,Polycomb group RING finger protein 5 (RING finger protein 159),PCGF5 RNF159,Homo sapiens (Human),256,PCGF5
659,q13185,Q13185,CBX3_HUMAN,reviewed,Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein),CBX3,Homo sapiens (Human),183,CBX3
660,q712k3,Q712K3,UB2R2_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2),UBE2R2 CDC34B UBC3B,Homo sapiens (Human),238,UBE2R2
661,q9y3e1,Q9Y3E1,HDGR3_HUMAN,reviewed,Hepatoma-derived growth factor-related protein 3 (HRP-3) (Hepatoma-derived growth factor 2) (HDGF-2),HDGFL3 HDGF2 HDGFRP3 CGI-142,Homo sapiens (Human),203,HDGFL3
662,p61088,P61088,UBE2N_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),UBE2N BLU,Homo sapiens (Human),152,UBE2N
663,q00987,Q00987,MDM2_HUMAN,reviewed,E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2),MDM2,Homo sapiens (Human),491,MDM2
664,p61247,P61247,RS3A_HUMAN,reviewed,Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (v-fos transformation effector protein) (Fte-1),RPS3A FTE1 MFTL,Homo sapiens (Human),264,RPS3A
665,p04908,P04908,H2A1B_HUMAN,reviewed,Histone H2A type 1-B/E (Histone H2A.2) (Histone H2A/a) (Histone H2A/m),H2AC4 H2AFM HIST1H2AB; H2AC8 H2AFA HIST1H2AE,Homo sapiens (Human),130,H2AC4
666,q86ue8,Q86UE8,TLK2_HUMAN,reviewed,Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2),TLK2,Homo sapiens (Human),772,TLK2
667,q13618,Q13618,CUL3_HUMAN,reviewed,Cullin-3 (CUL-3),CUL3 KIAA0617,Homo sapiens (Human),768,CUL3
668,q6nxt2,Q6NXT2,H3C_HUMAN,reviewed,Histone H3.3C (Histone H3.5),H3-5 H3F3C,Homo sapiens (Human),135,H3-5
669,p60228,P60228,EIF3E_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48),EIF3E EIF3S6 INT6,Homo sapiens (Human),445,EIF3E
670,q9nux5,Q9NUX5,POTE1_HUMAN,reviewed,Protection of telomeres protein 1 (hPot1) (POT1-like telomere end-binding protein),POT1,Homo sapiens (Human),634,POT1
671,p60896,P60896,SEM1_HUMAN,reviewed,26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein),SEM1 C7orf76 DSS1 SHFDG1 SHFM1,Homo sapiens (Human),70,SEM1
672,q12834,Q12834,CDC20_HUMAN,reviewed,Cell division cycle protein 20 homolog (p55CDC),CDC20,Homo sapiens (Human),499,CDC20
673,q9h9f9,Q9H9F9,ARP5_HUMAN,reviewed,Actin-related protein 5 (hARP5) (Sarcoma antigen NY-SAR-16),ACTR5 ARP5,Homo sapiens (Human),607,ACTR5
674,q9nv88,Q9NV88,INT9_HUMAN,reviewed,Integrator complex subunit 9 (Int9) (Protein related to CPSF subunits of 74 kDa) (RC-74),INTS9 RC74,Homo sapiens (Human),658,INTS9
675,o43513,O43513,MED7_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 7 (hMED7) (Activator-recruited cofactor 34 kDa component) (ARC34) (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7) (RNA polymerase transcriptional regulation mediator subunit 7 homolog) (Transcriptional coactivator CRSP33),MED7 ARC34 CRSP9,Homo sapiens (Human),233,MED7
676,q16576,Q16576,RBBP7_HUMAN,reviewed,Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46),RBBP7 RBAP46,Homo sapiens (Human),425,RBBP7
677,q06187,Q06187,BTK_HUMAN,reviewed,Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase),BTK AGMX1 ATK BPK,Homo sapiens (Human),659,BTK
678,q96sb4,Q96SB4,SRPK1_HUMAN,reviewed,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1),SRPK1,Homo sapiens (Human),655,SRPK1
679,p18858,P18858,DNLI1_HUMAN,reviewed,DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1),LIG1,Homo sapiens (Human),919,LIG1
680,p62877,P62877,RBX1_HUMAN,reviewed,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]",RBX1 RNF75 ROC1,Homo sapiens (Human),108,RBX1
681,q9nx70,Q9NX70,MED29_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29),MED29 IXL,Homo sapiens (Human),200,MED29
682,q9uns1,Q9UNS1,TIM_HUMAN,reviewed,Protein timeless homolog (hTIM),TIMELESS TIM TIM1 TIMELESS1,Homo sapiens (Human),1208,TIMELESS
683,p50613,P50613,CDK7_HUMAN,reviewed,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),CDK7 CAK CAK1 CDKN7 MO15 STK1,Homo sapiens (Human),346,CDK7
684,q9y5b9,Q9Y5B9,SP16H_HUMAN,reviewed,FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16),SUPT16H FACT140 FACTP140,Homo sapiens (Human),1047,SUPT16H
685,q9bvw5,Q9BVW5,TIPIN_HUMAN,reviewed,TIMELESS-interacting protein,TIPIN,Homo sapiens (Human),301,TIPIN
686,q9ubl3,Q9UBL3,ASH2L_HUMAN,reviewed,Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein),ASH2L ASH2L1,Homo sapiens (Human),628,ASH2L
687,q9ulg1,Q9ULG1,INO80_HUMAN,reviewed,Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A),INO80 INO80A INOC1 KIAA1259,Homo sapiens (Human),1556,INO80
688,p61077,P61077,UB2D3_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3),UBE2D3 UBC5C UBCH5C,Homo sapiens (Human),147,UBE2D3
689,p43686,P43686,PRS6B_HUMAN,reviewed,26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7),PSMC4 MIP224 TBP7,Homo sapiens (Human),418,PSMC4
690,p15884,P15884,ITF2_HUMAN,reviewed,Transcription factor 4 (TCF-4) (Class B basic helix-loop-helix protein 19) (bHLHb19) (Immunoglobulin transcription factor 2) (ITF-2) (SL3-3 enhancer factor 2) (SEF-2),TCF4 BHLHB19 ITF2 SEF2,Homo sapiens (Human),667,TCF4
691,p62854,P62854,RS26_HUMAN,reviewed,Small ribosomal subunit protein eS26 (40S ribosomal protein S26),RPS26,Homo sapiens (Human),115,RPS26
692,o15417,O15417,TNC18_HUMAN,reviewed,Trinucleotide repeat-containing gene 18 protein (Long CAG trinucleotide repeat-containing gene 79 protein),TNRC18 CAGL79 KIAA1856,Homo sapiens (Human),2968,TNRC18
693,p14635,P14635,CCNB1_HUMAN,reviewed,G2/mitotic-specific cyclin-B1,CCNB1 CCNB,Homo sapiens (Human),433,CCNB1
694,p24928,P24928,RPB1_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48),POLR2A POLR2,Homo sapiens (Human),1970,POLR2A
695,q6pl18,Q6PL18,ATAD2_HUMAN,reviewed,ATPase family AAA domain-containing protein 2 (EC 3.6.1.-) (AAA nuclear coregulator cancer-associated protein) (ANCCA),ATAD2 L16 PRO2000,Homo sapiens (Human),1390,ATAD2
696,q9ulm3,Q9ULM3,YETS2_HUMAN,reviewed,YEATS domain-containing protein 2,YEATS2 KIAA1197,Homo sapiens (Human),1422,YEATS2
697,q96a08,Q96A08,H2B1A_HUMAN,reviewed,"Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)",H2BC1 HIST1H2BA TSH2B,Homo sapiens (Human),127,H2BC1
698,q6zw49,Q6ZW49,PAXI1_HUMAN,reviewed,PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein),PAXIP1 PAXIP1L PTIP CAGF28,Homo sapiens (Human),1069,PAXIP1
699,q96de0,Q96DE0,NUD16_HUMAN,reviewed,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (Nudix hydrolase 16) (U8 snoRNA-binding protein H29K) (m7GpppN-mRNA hydrolase),NUDT16,Homo sapiens (Human),195,NUDT16
700,q75qn2,Q75QN2,INT8_HUMAN,reviewed,Integrator complex subunit 8 (Int8) (Protein kaonashi-1),INTS8 C8orf52,Homo sapiens (Human),995,INTS8
701,p46779,P46779,RL28_HUMAN,reviewed,Large ribosomal subunit protein eL28 (60S ribosomal protein L28),RPL28,Homo sapiens (Human),137,RPL28
702,q9hc52,Q9HC52,CBX8_HUMAN,reviewed,Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (hPc3) (Rectachrome 1),CBX8 PC3 RC1,Homo sapiens (Human),389,CBX8
703,p28070,P28070,PSB4_HUMAN,reviewed,Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3) (Proteasome subunit beta-7) (beta-7),PSMB4 PROS26,Homo sapiens (Human),264,PSMB4
704,o75367,O75367,H2AY_HUMAN,reviewed,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),MACROH2A1 H2AFY,Homo sapiens (Human),369,MACROH2A1
705,p78371,P78371,TCPB_HUMAN,reviewed,T-complex protein 1 subunit beta (TCP-1-beta) (EC 3.6.1.-) (CCT-beta) (Chaperonin containing T-complex polypeptide 1 subunit 2),CCT2 99D8.1 CCTB,Homo sapiens (Human),535,CCT2
706,q9nxa8,Q9NXA8,SIR5_HUMAN,reviewed,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)",SIRT5 SIR2L5,Homo sapiens (Human),310,SIRT5
707,q9y230,Q9Y230,RUVB2_HUMAN,reviewed,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,Homo sapiens (Human),463,RUVBL2
708,q8n201,Q8N201,INT1_HUMAN,reviewed,Integrator complex subunit 1 (Int1),INTS1 KIAA1440 UNQ1821/PRO3434,Homo sapiens (Human),2190,INTS1
709,p09429,P09429,HMGB1_HUMAN,reviewed,High mobility group protein B1 (High mobility group protein 1) (HMG-1),HMGB1 HMG1,Homo sapiens (Human),215,HMGB1
710,q96kq7,Q96KQ7,EHMT2_HUMAN,reviewed,Histone-lysine N-methyltransferase EHMT2 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (H3-K9-HMTase 3) (Lysine N-methyltransferase 1C) (Protein G9a),EHMT2 BAT8 C6orf30 G9A KMT1C NG36,Homo sapiens (Human),1210,EHMT2
711,q9nwy4,Q9NWY4,HPF1_HUMAN,reviewed,Histone PARylation factor 1,HPF1 C4orf27,Homo sapiens (Human),346,HPF1
712,q9unm6,Q9UNM6,PSD13_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5),PSMD13,Homo sapiens (Human),376,PSMD13
713,q12830,Q12830,BPTF_HUMAN,reviewed,Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen),BPTF FAC1 FALZ,Homo sapiens (Human),3046,BPTF
714,p62841,P62841,RS15_HUMAN,reviewed,Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein),RPS15 RIG,Homo sapiens (Human),145,RPS15
715,p68104,P68104,EF1A1_HUMAN,reviewed,Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),EEF1A1 EEF1A EF1A LENG7,Homo sapiens (Human),462,EEF1A1
716,q9um13,Q9UM13,APC10_HUMAN,reviewed,Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10),ANAPC10 APC10,Homo sapiens (Human),185,ANAPC10
717,p17987,P17987,TCPA_HUMAN,reviewed,T-complex protein 1 subunit alpha (TCP-1-alpha) (EC 3.6.1.-) (CCT-alpha) (Chaperonin containing T-complex polypeptide 1 subunit 1),TCP1 CCT1 CCTA,Homo sapiens (Human),556,TCP1
718,q9nxf7,Q9NXF7,DCA16_HUMAN,reviewed,DDB1- and CUL4-associated factor 16,DCAF16 C4orf30,Homo sapiens (Human),216,DCAF16
719,p62277,P62277,RS13_HUMAN,reviewed,Small ribosomal subunit protein uS15 (40S ribosomal protein S13),RPS13,Homo sapiens (Human),151,RPS13
720,p18074,P18074,ERCC2_HUMAN,reviewed,General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 5.6.2.3) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA 5'-3' helicase XPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein),ERCC2 XPD XPDC,Homo sapiens (Human),760,ERCC2
721,q13216,Q13216,ERCC8_HUMAN,reviewed,DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA),ERCC8 CKN1 CSA,Homo sapiens (Human),396,ERCC8
722,q92466,Q92466,DDB2_HUMAN,reviewed,DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2),DDB2,Homo sapiens (Human),427,DDB2
723,o00499,O00499,BIN1_HUMAN,reviewed,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1),BIN1 AMPHL,Homo sapiens (Human),593,BIN1
724,q15059,Q15059,BRD3_HUMAN,reviewed,Bromodomain-containing protein 3 (RING3-like protein),BRD3 KIAA0043 RING3L,Homo sapiens (Human),726,BRD3
725,q9ubc3,Q9UBC3,DNM3B_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB),DNMT3B,Homo sapiens (Human),853,DNMT3B
726,q13352,Q13352,CENPR_HUMAN,reviewed,Centromere protein R (CENP-R) (Beta-3-endonexin) (Integrin beta-3-binding protein) (Nuclear receptor-interacting factor 3),ITGB3BP CENPR NRIF3,Homo sapiens (Human),177,ITGB3BP
727,p05198,P05198,IF2A_HUMAN,reviewed,Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha),EIF2S1 EIF2A,Homo sapiens (Human),315,EIF2S1
728,p61587,P61587,RND3_HUMAN,reviewed,Rho-related GTP-binding protein RhoE (Protein MemB) (Rho family GTPase 3) (Rho-related GTP-binding protein Rho8) (Rnd3),RND3 ARHE RHO8 RHOE,Homo sapiens (Human),244,RND3
729,q96ep0,Q96EP0,RNF31_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31) (Zinc in-between-RING-finger ubiquitin-associated domain protein),RNF31 ZIBRA,Homo sapiens (Human),1072,RNF31
730,q15843,Q15843,NEDD8_HUMAN,reviewed,Ubiquitin-like protein NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8),NEDD8,Homo sapiens (Human),81,NEDD8
731,p33778,P33778,H2B1B_HUMAN,reviewed,Histone H2B type 1-B (H2B-clustered histone 3) (Histone H2B.1) (Histone H2B.f) (H2B/f),H2BC3 H2BFF HIST1H2BB,Homo sapiens (Human),126,H2BC3
732,p61218,P61218,RPAB2_HUMAN,reviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)",POLR2F POLRF,Homo sapiens (Human),127,POLR2F
